,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
1839,Jun,3,Friday,Mazda,Urban,Tuesday,Jun,3,Male,Married,37,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1840,9,400,3,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,1994,All Perils
1840,Jun,3,Friday,Pontiac,Rural,Tuesday,Jun,3,Male,Married,62,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1841,12,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1994,Collision
1841,Jun,3,Friday,Pontiac,Urban,Monday,Jun,3,Male,Married,40,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1842,4,400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1994,Liability
1842,May,2,Monday,Toyota,Urban,Monday,May,2,Female,Married,45,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1843,6,400,4,more than 30,more than 30,1,6 years,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
1843,Apr,3,Wednesday,Toyota,Urban,Wednesday,May,2,Male,Married,38,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1844,9,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1994,All Perils
1844,Mar,2,Monday,Pontiac,Urban,Wednesday,Mar,2,Male,Single,22,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1845,16,400,4,more than 30,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,1994,All Perils
1845,Mar,5,Tuesday,Pontiac,Urban,Friday,Apr,2,Male,Married,45,Third Party,Sedan - All Perils,Sedan,more than 69000,0,1846,3,400,2,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,3 to 4,1994,All Perils
1846,Feb,4,Friday,Honda,Urban,Friday,Mar,1,Female,Divorced,38,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1847,9,400,2,more than 30,more than 30,1,7 years,No,No,External,none,no change,5 to 8,1994,All Perils
1847,Jan,3,Tuesday,Honda,Rural,Wednesday,Jan,3,Male,Married,33,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1848,15,400,2,more than 30,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
1848,Jan,2,Monday,Toyota,Urban,Tuesday,Jan,2,Male,Married,30,Third Party,Sedan - Liability,Sport,30000 to 39000,0,1849,10,400,3,more than 30,more than 30,2 to 4,6 years,No,No,External,1 to 2,4 to 8 years,2 vehicles,1994,Liability
1849,Jan,2,Monday,Toyota,Urban,Monday,Jan,2,Male,Married,55,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1850,2,400,3,more than 30,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,1994,Collision
1850,Jan,2,Saturday,Toyota,Urban,Tuesday,Jan,3,Male,Married,31,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,1851,13,400,2,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
1851,Jan,1,Friday,Honda,Urban,Monday,Jan,2,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1852,11,400,2,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,1994,Collision
1852,Jan,1,Friday,Pontiac,Rural,Monday,Jan,2,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1853,3,400,2,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,1994,Collision
1853,Jan,2,Sunday,Pontiac,Rural,Monday,Jan,2,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1854,15,400,3,more than 30,more than 30,1,5 years,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
1854,Jan,1,Monday,Pontiac,Urban,Friday,Feb,1,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1855,13,400,3,more than 30,more than 30,2 to 4,6 years,No,No,Internal,more than 5,no change,1 vehicle,1994,Collision
1855,Mar,2,Monday,Mazda,Urban,Monday,Mar,2,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,1856,10,400,1,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,1994,Collision
1856,Dec,5,Friday,Pontiac,Urban,Wednesday,Jan,1,Male,Single,30,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,1857,4,400,1,more than 30,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
1857,Jan,1,Sunday,Mazda,Urban,Tuesday,Jan,1,Female,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1858,16,400,3,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,1994,Liability
1858,Jan,1,Sunday,Mazda,Urban,Thursday,Feb,1,Male,Married,73,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1859,13,400,2,more than 30,more than 30,more than 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
1859,Dec,3,Tuesday,Mazda,Urban,Thursday,Dec,4,Male,Married,32,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1860,14,400,1,more than 30,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
1860,Mar,2,Monday,Pontiac,Urban,Tuesday,Mar,2,Male,Married,51,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1861,13,700,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
1861,Mar,2,Monday,Toyota,Urban,Thursday,Mar,2,Male,Married,50,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,1862,11,400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1994,Liability
1862,Mar,2,Monday,Ford,Urban,Friday,Apr,1,Male,Single,29,Policy Holder,Utility - All Perils,Utility,more than 69000,1,1863,11,400,2,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
1863,Oct,1,Sunday,Toyota,Urban,Tuesday,Oct,1,Female,Married,61,Policy Holder,Sedan - Liability,Sport,less than 20000,0,1864,4,400,1,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,1994,Liability
1864,Sep,5,Wednesday,Toyota,Urban,Tuesday,Oct,1,Male,Married,60,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1865,10,400,1,more than 30,more than 30,1,more than 7,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
1865,Aug,1,Wednesday,Chevrolet,Urban,Friday,Aug,1,Male,Married,75,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,1866,7,400,2,more than 30,more than 30,more than 4,more than 7,No,No,External,none,no change,1 vehicle,1994,Liability
1866,Jul,4,Monday,Honda,Urban,Tuesday,Jul,4,Male,Married,27,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1867,3,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1994,Collision
1867,Jul,1,Monday,Pontiac,Urban,Monday,Jul,1,Female,Single,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1868,2,400,4,more than 30,more than 30,1,5 years,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
1868,Jun,3,Tuesday,Pontiac,Urban,Wednesday,Jun,3,Male,Single,35,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,1869,13,400,3,more than 30,more than 30,none,6 years,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
1869,Jun,1,Sunday,Toyota,Urban,Wednesday,Jun,2,Male,Married,51,Third Party,Sedan - Collision,Sedan,more than 69000,0,1870,12,400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,4 to 8 years,2 vehicles,1994,Collision
1870,Apr,3,Friday,Toyota,Urban,Monday,Apr,4,Male,Married,40,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,1871,1,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1994,Collision
1871,Apr,2,Monday,Pontiac,Urban,Monday,Apr,2,Male,Married,42,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1872,15,400,2,more than 30,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,1994,Liability
1872,Apr,2,Monday,Toyota,Urban,Monday,Apr,2,Male,Married,68,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1873,5,400,2,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,1994,All Perils
1873,Apr,1,Tuesday,Ford,Urban,Tuesday,Apr,1,Male,Married,51,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1874,7,400,3,more than 30,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
1874,Mar,2,Tuesday,Accura,Urban,Wednesday,Apr,2,Male,Married,43,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,1875,8,400,1,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1994,All Perils
1875,Feb,4,Friday,Honda,Urban,Friday,Feb,4,Male,Single,71,Policy Holder,Sedan - Liability,Sport,more than 69000,0,1876,11,400,1,more than 30,more than 30,1,new,No,No,External,none,no change,1 vehicle,1994,Liability
1876,Feb,2,Wednesday,Pontiac,Urban,Wednesday,Feb,2,Male,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1877,9,400,4,more than 30,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,1994,Liability
1877,Feb,2,Tuesday,Pontiac,Urban,Friday,Feb,4,Female,Single,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1878,1,400,1,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,1994,Liability
1878,Feb,1,Saturday,Pontiac,Urban,Wednesday,Feb,2,Male,Single,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1879,3,400,2,more than 30,more than 30,none,4 years,No,No,External,none,no change,1 vehicle,1994,All Perils
1879,Feb,1,Friday,Mazda,Urban,Monday,Feb,2,Female,Single,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1880,15,400,4,more than 30,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
1880,Feb,1,Saturday,Pontiac,Urban,Monday,Feb,2,Male,Married,47,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1881,7,400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,1994,Collision
1882,Mar,2,Tuesday,Honda,Urban,Friday,Jul,1,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,1883,10,400,4,more than 30,more than 30,1,6 years,No,No,External,more than 5,no change,1 vehicle,1994,Collision
1883,Jul,5,Thursday,Honda,Urban,Thursday,Jul,5,Male,Married,41,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1884,5,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1994,Liability
1884,Nov,4,Friday,Pontiac,Urban,Wednesday,Feb,2,Male,Married,28,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1885,1,400,2,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,1994,All Perils
1885,Aug,4,Friday,Honda,Urban,Monday,Aug,5,Female,Single,24,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1886,5,400,2,more than 30,more than 30,more than 4,4 years,No,No,External,none,no change,1 vehicle,1994,Collision
1886,Feb,4,Monday,Pontiac,Urban,Wednesday,Mar,1,Male,Married,55,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1887,11,400,1,more than 30,more than 30,none,more than 7,No,No,External,1 to 2,no change,3 to 4,1994,Collision
1887,Mar,3,Wednesday,Mecedes,Urban,Wednesday,Mar,3,Male,Married,65,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,1888,15,500,4,more than 30,more than 30,1,6 years,No,No,External,none,2 to 3 years,1 vehicle,1994,All Perils
1888,Mar,2,Tuesday,Chevrolet,Urban,Wednesday,Mar,2,Female,Married,47,Policy Holder,Sedan - Collision,Sedan,more than 69000,1,1889,15,400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,1994,Collision
1889,Mar,1,Friday,Toyota,Urban,Friday,Mar,1,Female,Married,45,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1890,5,400,3,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,1994,Liability
1890,Aug,1,Saturday,Chevrolet,Urban,Thursday,Aug,4,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,1891,1,400,4,more than 30,more than 30,1,7 years,No,No,External,3 to 5,4 to 8 years,2 vehicles,1994,Collision
1891,Aug,1,Saturday,Pontiac,Urban,Thursday,Aug,3,Male,Married,76,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1892,1,700,2,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,1994,Collision
1892,Mar,3,Sunday,Ford,Urban,Tuesday,Mar,4,Male,Married,47,Policy Holder,Sedan - Liability,Sport,60000 to 69000,0,1893,11,400,2,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1994,Liability
1893,Feb,3,Saturday,Mazda,Rural,Monday,Feb,3,Female,Married,55,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1894,5,400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1994,Collision
1894,Mar,2,Wednesday,Honda,Urban,Wednesday,Mar,2,Male,Married,43,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,1,1895,11,400,3,more than 30,more than 30,1,more than 7,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
1895,Feb,3,Tuesday,Pontiac,Urban,Wednesday,Feb,3,Female,Single,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1896,14,400,4,more than 30,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,1994,Liability
1896,Feb,3,Wednesday,Honda,Urban,Friday,Feb,3,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1897,14,400,2,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,1994,Collision
1897,Feb,2,Friday,Pontiac,Urban,Thursday,Feb,3,Female,Single,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1898,8,400,4,more than 30,more than 30,more than 4,6 years,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
1898,Feb,2,Thursday,Honda,Urban,Friday,Feb,2,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1899,5,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1994,Collision
1899,Feb,2,Wednesday,Chevrolet,Urban,Wednesday,Feb,2,Male,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1900,15,400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1994,Liability
1901,Mar,2,Wednesday,Pontiac,Urban,Friday,Apr,1,Male,Married,28,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,1902,3,400,3,more than 30,more than 30,none,5 years,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
1902,Feb,1,Saturday,Mazda,Urban,Monday,Feb,1,Male,Married,48,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1903,6,400,2,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,1994,Collision
1903,Mar,2,Wednesday,Honda,Urban,Wednesday,Mar,4,Male,Divorced,35,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1904,14,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1994,All Perils
1904,Jul,5,Thursday,Pontiac,Urban,Friday,Jul,5,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1905,8,400,2,more than 30,more than 30,none,5 years,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
1907,Apr,1,Friday,Pontiac,Urban,Monday,Apr,1,Male,Married,54,Third Party,Sedan - All Perils,Sedan,less than 20000,0,1908,3,400,2,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,1994,All Perils
1908,Mar,2,Wednesday,Honda,Urban,Thursday,Mar,2,Male,Married,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1909,7,400,1,more than 30,more than 30,more than 4,6 years,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
1909,Mar,2,Thursday,Honda,Urban,Thursday,Mar,2,Male,Married,45,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1910,14,400,2,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
1910,Mar,1,Thursday,Mazda,Urban,Thursday,Mar,1,Male,Single,29,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1911,3,400,3,more than 30,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,1994,All Perils
1911,Feb,2,Saturday,Honda,Urban,Thursday,Feb,3,Male,Single,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1912,9,400,1,more than 30,more than 30,1,6 years,No,No,External,1 to 2,1 year,2 vehicles,1994,Liability
1912,Dec,5,Thursday,Toyota,Urban,Tuesday,Jan,1,Male,Single,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1913,16,400,4,more than 30,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
1913,Jan,1,Saturday,Pontiac,Urban,Tuesday,Jan,1,Female,Single,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1914,1,400,4,more than 30,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,1994,Liability
1914,Apr,2,Tuesday,Toyota,Rural,Wednesday,Apr,2,Female,Married,28,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1915,16,400,3,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,1994,All Perils
1915,Mar,5,Wednesday,Toyota,Rural,Wednesday,Mar,5,Male,Married,58,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1916,2,400,3,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1994,All Perils
1916,Feb,2,Sunday,Toyota,Rural,Wednesday,Feb,3,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1917,7,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1994,Collision
1917,Feb,2,Sunday,Honda,Urban,Sunday,Feb,2,Male,Married,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1918,2,400,3,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,5 to 8,1994,Liability
1918,Feb,2,Saturday,Honda,Urban,Monday,Feb,2,Male,Married,47,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1919,9,400,2,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
1919,Mar,2,Thursday,Mazda,Urban,Tuesday,Mar,3,Male,Married,26,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1920,6,400,3,more than 30,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,1994,Collision
1920,Mar,2,Saturday,Pontiac,Urban,Wednesday,Mar,4,Male,Married,54,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1921,15,400,1,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,1994,Liability
1921,Feb,4,Monday,Chevrolet,Urban,Tuesday,Feb,4,Female,Married,51,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,1922,1,400,1,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,1994,All Perils
1922,Feb,4,Tuesday,Pontiac,Urban,Tuesday,Feb,4,Female,Single,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1923,16,700,3,more than 30,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,1994,Liability
1923,Feb,3,Thursday,Accura,Urban,Friday,Feb,3,Male,Married,38,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,1924,9,400,2,more than 30,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,1994,All Perils
1924,Feb,3,Thursday,Toyota,Urban,Friday,Mar,1,Male,Married,41,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,1925,4,400,3,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,1994,All Perils
1925,Feb,1,Tuesday,Mazda,Urban,Thursday,Feb,1,Male,Single,34,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1926,5,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1994,Liability
1926,Jan,5,Monday,Chevrolet,Urban,Tuesday,Feb,2,Male,Married,58,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1927,12,400,1,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,1994,Collision
1927,Jan,5,Friday,Ford,Urban,Friday,Mar,2,Male,Married,40,Third Party,Sedan - Collision,Sedan,40000 to 59000,0,1928,3,400,4,more than 30,more than 30,1,7 years,No,No,External,none,no change,3 to 4,1994,Collision
1928,Jan,5,Saturday,Honda,Urban,Thursday,Feb,1,Male,Single,44,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1929,1,400,4,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,1994,Collision
1929,Jan,5,Saturday,Toyota,Rural,Wednesday,Feb,1,Male,Single,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1930,14,400,4,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,1994,Collision
1930,Jan,4,Wednesday,Pontiac,Urban,Tuesday,Feb,1,Male,Single,27,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,1931,2,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
